Timestamp,Gender,Degree,BusinessMarket,ProgrammingLanguages,BusinessSize,Title,Level,Yoe,YoeBuckets,TotalCompensationEgp,WorkSetting,BusinessFocus,BusinessLine,TotalCompensationEgpBuckets,Industries,IsEgp,CompanyLocation
5/13/2024 16:11:43,Male,Yes,Regional,TypeScript,A Start-up,Backend Engineer,Mid-level,2,1-3,"20,000.00",Remote/Egypt,Software House,B2B & B2C lines,20-25K,Education,EGP,Cairo
5/13/2024 16:52:35,Male,Yes,Global,,A Large Enterprise/Multinational Company,Technical Support,Mid-level,4,3-5,"17,000.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,"Telecommunications, Technology",EGP,Cairo
5/13/2024 17:05:30,Male,No,Local,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Senior,10,8-10,"82,450.00",Hybrid,Product-based company,B2B,80-100K,"Fintech, Supply Chain",Another currency (e.g USD),Cairo
5/13/2024 17:38:25,Male,Yes,Local,Python,A Start-up,Data Engineer,Junior,2,1-3,"26,900.00",Hybrid,Product-based company,B2B & B2C lines,25-30K,Real Estate,EGP,Cairo
5/13/2024 17:53:22,Male,Yes,Regional,C#,A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,2,1-3,"29,000.00",Hybrid,Product-based company,B2B,25-30K,Fintech,EGP,Cairo
5/13/2024 18:23:43,Male,Yes,Global,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Junior,1,0-1,"15,762.50",Remote/Egypt,Software House,B2B & B2C lines,15-20K,,Another currency (e.g USD),Cairo
5/13/2024 18:39:13,Male,Yes,Regional,"C#, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Senior,8,5-8,"169,750.00",Remote/Abroad,Software House,B2B & B2C lines,160-180K,Education,Another currency (e.g USD),Ksa
5/13/2024 18:50:21,Male,Yes,Regional,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Junior,0,0-1,"13,500.00",Remote/Abroad,Product-based company,B2C,10-15K,"Fintech, Human Resources Services",EGP,No site in Egypt
5/13/2024 19:59:13,Female,Yes,Local,"JavaScript, TypeScript, HTML/CSS, Visual basic",A Small and Medium Enterprise,Full-stack Engineer,Mid-level,3,1-3,"10,000.00",Office,Product-based company,B2C,10-15K,"Healthcare, Technology",EGP,Alexandria
5/13/2024 20:42:59,Male,Yes,Global,"Java, Python, Perl",A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,5,3-5,"351,650.00",Relocated,Product-based company,B2C,200+,"Transportation, Accommodations",Another currency (e.g USD),No site in Egypt
5/13/2024 20:53:01,Male,Yes,Regional,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Senior,15,12-15,"92,890.50",Remote/Abroad,Software House,B2B & B2C lines,80-100K,,Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
5/13/2024 20:57:25,Male,No,Regional,PHP,A Small and Medium Enterprise,Backend Engineer,Junior,1,0-1,"15,000.00",Office,Both,B2B & B2C lines,15-20K,,EGP,Cairo
5/13/2024 21:13:17,Female,Yes,Regional,SQL,A Large Enterprise/Multinational Company,Data Engineer,Mid-level,2,1-3,"22,000.00",Office,Software House,B2B,20-25K,"Fintech, Technology",EGP,Cairo
5/13/2024 22:09:31,Male,No,Local,"JavaScript, Python, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Junior,0,0-1,"9,000.00",Remote/Egypt,Product-based company,B2C,5-10K,"Healthcare, Telecommunications, Education",EGP,Mansoura
5/13/2024 22:39:25,Male,Yes,,"Python, HTML/CSS",A Start-up,AI & Automation Engineer,Mid-level,2,1-3,"19,000.00",Hybrid,Product-based company,B2B & B2C lines,15-20K,"Fintech, Technology",EGP,Cairo
5/13/2024 22:42:06,Female,No,Global,SQL mainly,A Small and Medium Enterprise,Data Engineer,Junior,4,3-5,"14,900.00",Hybrid,Software House,B2B & B2C lines,10-15K,"Telecommunications, Technology",EGP,Cairo
5/13/2024 22:51:20,Male,Yes,Regional,"PHP, JavaScript",A Small and Medium Enterprise,Backend Engineer,Junior,1,0-1,"5,000.00",Hybrid,Software House,B2B,5-10K,"Technology, Production",EGP,Mansoura
5/13/2024 23:11:23,Female,Yes,Regional,"Java, Kotlin",A Start-up,Mobile Development Engineer,Senior,8,5-8,"62,000.00",Hybrid,Product-based company,B2B,60-70K,Fintech,EGP,Cairo
5/14/2024 0:00:18,Female,Yes,Regional,"Java, TypeScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Senior,4,3-5,"46,600.00",Remote/Egypt,Software House,B2B & B2C lines,40-50K,Telecommunications,EGP,Cairo
5/14/2024 1:02:59,Male,Yes,Regional,JavaScript,A Small and Medium Enterprise,Frontend Engineer,Mid-level,2.5,1-3,"20,000.00",Remote/Egypt,Product-based company,B2B,20-25K,Supply Chain,EGP,Cairo
5/14/2024 5:01:10,Male,No,Local,"Python, R",A Small and Medium Enterprise,Data Scientist,Manager,12,10-12,"14,500.00",Office,Software House,B2B & B2C lines,10-15K,Healthcare,EGP,Alexandria
5/14/2024 5:30:20,Male,Yes,Global,,A Small and Medium Enterprise,Engineering Manager,Manager,15,12-15,"103,300.00",Hybrid,Product-based company,B2B,100-120K,Technology,EGP,Cairo
5/14/2024 6:29:03,Male,Yes,Regional,C#,A Large Enterprise/Multinational Company,Backend Engineer,Senior,4,3-5,"60,625.00",Remote/Egypt,Software House,B2B & B2C lines,60-70K,"Fintech, Healthcare",Another currency (e.g USD),Cairo
5/14/2024 6:45:23,Female,Yes,Global,"Python, C/C++, R",A Large Enterprise/Multinational Company,AI & Automation Engineer,Mid-level,4,3-5,"58,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,50-60K,"Automotive, Manufacturing, Technology",EGP,Cairo
5/14/2024 7:40:57,Male,Yes,Regional,"C#, TypeScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Mid-level,4,3-5,"20,000.00",Hybrid,Software House,B2B,20-25K,,EGP,Cairo
5/14/2024 9:42:17,Male,Yes,Local,,A Start-up,Product Manager,Group Product Manager,12,10-12,"60,000.00",Hybrid,Product-based company,B2B,60-70K,Technology,EGP,Cairo
5/14/2024 10:09:33,Male,Yes,Global,PHP,A Start-up,Backend Engineer,Senior,8,5-8,"89,725.00",Remote/Abroad,Product-based company,B2B,80-100K,Education,Another currency (e.g USD),Cairo
5/14/2024 10:11:57,Female,Yes,Global,,A Large Enterprise/Multinational Company,Technical Support,Mid-level,4,3-5,"35,000.00",Hybrid,Product-based company,B2B,35-40K,Technology,EGP,Cairo
5/14/2024 11:42:05,Female,Yes,Regional,JavaScript,A Start-up,Backend Engineer,Mid-level,2,1-3,"43,650.00",Remote/Egypt,Product-based company,B2C,40-50K,Delivery,EGP,Cairo
5/14/2024 12:07:43,Male,Yes,Regional,"PHP, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,5,3-5,"49,000.00",Hybrid,Product-based company,B2B & B2C lines,40-50K,"Fintech, Supply Chain, ecommerce",EGP,Cairo
5/14/2024 12:38:33,Male,Yes,Local,"JavaScript, Python, HTML/CSS",A Small and Medium Enterprise,Backend Engineer,Junior,0,0-1,"9,000.00",Hybrid,Software House,B2B,5-10K,Business and Technology,EGP,Cairo
5/14/2024 12:40:53,Male,Yes,Global,"C#, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,Full-stack Engineer,Junior,1,0-1,"15,000.00",Office,Software House,B2B & B2C lines,15-20K,"Technology, Human Resources Services",EGP,Cairo
5/14/2024 12:44:38,Male,No,Regional,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Senior,7,5-8,"67,900.00",Remote/Abroad,Product-based company,B2B & B2C lines,60-70K,"Telecommunications, Technology",Another currency (e.g USD),Cairo
5/14/2024 14:24:34,Male,Yes,Regional,"PHP, JavaScript",A Start-up,Backend Engineer,Mid-level,3,1-3,"30,000.00",Office,Software House,B2C,30-35K,Technology,EGP,Cairo
5/14/2024 16:17:14,Male,Yes,Local,"JavaScript, TypeScript, HTML/CSS",A Start-up,Backend Engineer,Senior,5,3-5,"70,000.00",Hybrid,Product-based company,B2C,70-80K,Fintech,EGP,Cairo
5/14/2024 16:32:06,Male,Yes,Global,JavaScript,A Start-up,Frontend Engineer,Mid-level,4,3-5,"54,000.00",Remote/Egypt,Product-based company,B2B,50-60K,Technology,EGP,Cairo
5/14/2024 17:48:59,Male,Yes,Regional,"JavaScript, TypeScript",A Small and Medium Enterprise,Frontend Engineer,Junior,0.5,0-1,"14,500.00",Remote/Egypt,Software House,B2B,10-15K,Technology,EGP,Cairo
5/14/2024 18:21:49,Male,Yes,Local,Python,A Small and Medium Enterprise,Data Engineer,Junior,2,1-3,"14,200.00",Office,Product-based company,B2B,10-15K,we supply like data platforms and it's services for other companies,EGP,Cairo
5/14/2024 20:25:24,Male,No,Global,JavaScript,A Start-up,Frontend Engineer,Junior,1,0-1,"11,000.00",Remote/Egypt,Software House,B2B & B2C lines,10-15K,Technology,EGP,Cairo
5/14/2024 20:29:45,Male,No,Global,JavaScript,A Small and Medium Enterprise,Full-stack Engineer,Senior,10,8-10,"77,600.00",Remote/Abroad,Software House,B2B,70-80K,,Another currency (e.g USD),No site in Egypt
5/14/2024 21:41:16,Male,Yes,Global,Java,A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,2.5,1-3,"39,300.00",Remote/Egypt,Software House,B2B & B2C lines,35-40K,Fintech,EGP,Cairo
5/14/2024 23:00:24,Female,Yes,Global,Java,A Large Enterprise/Multinational Company,QA / SDET Engineer,Senior,6,5-8,"64,000.00",Hybrid,Software House,B2B & B2C lines,60-70K,"Energy, Manufacturing, Technology",EGP,Cairo
5/14/2024 23:27:13,Male,Yes,Global,"C#, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,Backend Engineer,Senior,5,3-5,"45,000.00",Remote/Egypt,Offshoring,B2B & B2C lines,40-50K,,EGP,Cairo
5/14/2024 23:42:51,Male,No,Global,SQL,A Large Enterprise/Multinational Company,Data Analytics,Senior,2,1-3,"40,800.00",Hybrid,FMCG,B2B & B2C lines,40-50K,"Manufacturing, FMCG",EGP,Cairo
5/15/2024 0:07:57,Male,Yes,Regional,C#,A Start-up,Backend Engineer,Junior,1,0-1,0,Remote/Egypt,Software House,B2B & B2C lines,0-5K,,EGP,Cairo
5/15/2024 0:24:03,Male,No,Local,"Java, Dart",A Start-up,Mobile Development Engineer,Junior,2,1-3,"5,000.00",Office,Product-based company,B2B,5-10K,,EGP,Alexandria
5/15/2024 1:45:42,Male,Yes,Local,"PHP, JavaScript, HTML/CSS, dart sql database",A Start-up,Mobile Development Engineer,Junior,0,0-1,"59,954.00",Office,hjkl,B2B,50-60K,Education,EGP,Cairo
5/15/2024 1:56:56,Male,Yes,Global,"Java, Python, C/C++, Kotlin",A Small and Medium Enterprise,"R&D Engineer (Computer Vision, NLP, etc.)",Junior,1,0-1,"58,200.00",Remote/Egypt,Software House,B2B,50-60K,Staff augmentation,Another currency (e.g USD),Cairo
5/15/2024 8:38:04,Male,Yes,Local,Swift,A Start-up,Mobile Development Engineer,Junior,1,0-1,"12,000.00",Hybrid,Product-based company,B2C,10-15K,Healthcare,EGP,Cairo
5/15/2024 10:56:37,Male,No,Regional,,A Start-up,DevOps / SRE / Platform,Senior,4,3-5,"155,200.00",Remote/Abroad,Product-based company,B2C,140-160K,Fintech,Another currency (e.g USD),"Office in Cairo for business and legal use cases, we don't work from there"
5/15/2024 12:23:45,Male,Yes,,,A Start-up,Mobile Development Engineer,Senior,6,5-8,"2,000.00",Remote/Abroad,Product-based company,B2B,0-5K,,Another currency (e.g USD),Tanta
5/15/2024 14:32:40,Male,Yes,Local,Rust,A Small and Medium Enterprise,Security/Network Engineer,Junior,1,0-1,"4,500.00",Relocated,Software House,B2C,0-5K,,EGP,Cairo
5/15/2024 15:12:25,Male,Yes,,"PHP,",A Start-up,Backend Engineer,Junior,1,0-1,"10,000.00",Office,Product-based company,B2B,10-15K,,EGP,Cairo
5/15/2024 16:34:15,Male,Yes,Regional,,A Small and Medium Enterprise,Technical Support,Senior,4,3-5,"30,312.50",Hybrid,Software House,B2B,30-35K,"Delivery, Technology",Hybrid (e.g: Base in EGP and Cost of Living Allowance in EUR),Cairo
5/15/2024 17:30:03,Male,Yes,Global,"Python, C/C++",A Small and Medium Enterprise,"R&D Engineer (Computer Vision, NLP, etc.)",Mid-level,2,1-3,"60,500.00",Office,Product-based company,B2B,60-70K,Energy,EGP,Cairo
5/15/2024 17:58:51,Male,Yes,Regional,"JavaScript, TypeScript",A Start-up,Backend Engineer,Junior,1.5,1-3,"5,500.00",Office,Software House,B2B,5-10K,Agriculture,EGP,Cairo
5/15/2024 19:19:30,Male,Yes,Local,Python,A Small and Medium Enterprise,Data Analytics,Junior,1,0-1,"17,000.00",Office,Product-based company,B2B & B2C lines,15-20K,Fintech,EGP,Cairo
5/15/2024 21:41:52,Male,Yes,Global,C/C++,A Small and Medium Enterprise,Backend Engineer,Senior,14,12-15,"78,000.00",Remote/Abroad,Software House,B2B,70-80K,Fintech,EGP,Jordan
5/15/2024 21:49:15,Male,Yes,Global,"Python, Scala, .NET",A Large Enterprise/Multinational Company,AI & Automation Engineer,Junior,1,0-1,"24,500.00",Hybrid,Software House,B2B,20-25K,Telecommunications,EGP,Cairo
5/15/2024 21:54:05,Male,Yes,Global,C#,A Large Enterprise/Multinational Company,Full-stack Engineer,Senior,4,3-5,"43,000.00",Hybrid,Product-based company,B2B & B2C lines,40-50K,Telecommunications,EGP,Cairo
5/16/2024 1:04:05,Male,Yes,Global,"PHP, JavaScript, Python, TypeScript, HTML/CSS",A Start-up,Backend Engineer,Senior,10,8-10,"71,000.00",Office,Product-based company,B2B,70-80K,Technology,EGP,Cairo
5/16/2024 4:12:14,Male,Yes,Regional,"C#, JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Junior,2,1-3,"16,000.00",Hybrid,Software House,B2B,15-20K,"Fintech, Transportation",EGP,Cairo
5/16/2024 5:18:23,Female,Yes,Local,Java,A Small and Medium Enterprise,QA / SDET Engineer,Senior,5,3-5,"41,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,40-50K,Fintech,EGP,Cairo
5/16/2024 6:42:18,Female,Yes,Global,JavaScript,A Start-up,Frontend Engineer,Junior,2,1-3,"24,000.00",Office,Product-based company,B2B & B2C lines,20-25K,"Technology, Education",EGP,Cairo
5/16/2024 11:31:41,Male,Yes,Regional,"Java, Kotlin, Swift, Dart",A Large Enterprise/Multinational Company,Mobile Development Engineer,Team Lead,5,3-5,"97,000.00",Remote/Abroad,Product-based company,B2B & B2C lines,80-100K,Insurance,Another currency (e.g USD),Saudi Arabia
5/16/2024 14:43:52,Male,Yes,Regional,"Java, C/C++",A Small and Medium Enterprise,QA / SDET Engineer,Mid-level,2,1-3,"60,000.00",Remote/Abroad,Product-based company,B2B,60-70K,Supply Chain,Another currency (e.g USD),No site in Egypt
5/16/2024 14:54:07,Male,Yes,Local,Java,A Start-up,QA / SDET Engineer,Junior,1,0-1,"15,000.00",Office,Product-based company,B2C,15-20K,PropTech,EGP,Cairo
5/16/2024 17:53:32,Male,Yes,Global,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Mid-level,4,3-5,"29,100.00",Remote/Abroad,Product-based company,B2B & B2C lines,25-30K,"Technology, Education",Another currency (e.g USD),No site in Egypt
5/16/2024 18:28:32,Female,Yes,Local,Python,A Start-up,Data Scientist,Mid-level,2,1-3,"26,000.00",Hybrid,Product-based company,B2B & B2C lines,25-30K,Fintech,EGP,Cairo
5/17/2024 0:06:56,Male,No,Regional,Java,A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Junior,1,0-1,"34,000.00",Hybrid,Product-based company,B2B & B2C lines,30-35K,Education,EGP,Cairo
5/17/2024 4:00:28,Male,Yes,Global,C#,A Small and Medium Enterprise,Backend Engineer,Mid-level,3,1-3,"26,000.00",Hybrid,Data Analysis,B2B & B2C lines,25-30K,"Insurance, Delivery, Supply Chain, Manufacturing, Law, Production",EGP,Cairo
5/17/2024 4:09:45,Male,Yes,Local,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Junior,2.5,1-3,"18,000.00",Remote/Egypt,Product-based company,B2B,15-20K,"Delivery, Supply Chain",EGP,No site in Egypt
5/17/2024 8:12:39,Male,No,Local,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,Frontend Engineer,Junior,1,0-1,"9,080.00",Office,Software House,B2B,5-10K,,EGP,Cairo
5/17/2024 11:34:56,Male,Yes,Regional,,A Small and Medium Enterprise,DevOps / SRE / Platform,Mid-level,1,0-1,"44,000.00",Remote/Egypt,Product-based company,B2B,40-50K,Fintech,EGP,Cairo
5/17/2024 12:32:55,Male,No,Regional,"JavaScript, TypeScript",A Small and Medium Enterprise,Full-stack Engineer,Junior,1,0-1,"18,000.00",Office,Product-based company,B2B,15-20K,"Automotive, Delivery, Supply Chain",EGP,Cairo
5/17/2024 12:37:29,Male,Yes,Regional,"C#, Java, TypeScript",A Small and Medium Enterprise,Full-stack Engineer,Mid-level,2,1-3,"33,000.00",Hybrid,Software House,B2B & B2C lines,30-35K,"Insurance, Automotive, Delivery, Supply Chain, Telecommunications, Technology, Human Resources Services",EGP,Cairo
5/17/2024 12:42:34,Male,Yes,Local,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,Frontend Engineer,Mid-level,2,1-3,"33,500.00",Hybrid,Product-based company,B2B,30-35K,Telecommunications,EGP,Cairo
5/17/2024 14:28:41,Male,Yes,Local,Python,A Small and Medium Enterprise,DevOps / SRE / Platform,Junior,1,0-1,"29,166.00",Office,Product-based company,B2C,25-30K,Fintech,EGP,Cairo
5/17/2024 14:37:14,Male,Yes,Regional,"C#, JavaScript, TypeScript, HTML/CSS, Bootstrap",A Start-up,Full-stack Engineer,Senior,3,1-3,"18,020.87",Office,Software House,B2B & B2C lines,15-20K,,EGP,Assuit
5/17/2024 15:25:22,Male,Yes,Local,Java,A Small and Medium Enterprise,Backend Engineer,Mid-level,3,1-3,"35,000.00",Office,Product-based company,B2B,35-40K,Airlines tickets,EGP,Cairo
5/17/2024 18:54:31,Male,Yes,Local,Go,A Start-up,Backend Engineer,Mid-level,2,1-3,"111,550.00",Hybrid,Product-based company,B2B,100-120K,,Another currency (e.g USD),Cairo
5/17/2024 19:41:27,Male,Yes,Local,,A Small and Medium Enterprise,Security/Network Engineer,Junior,1,0-1,"6,500.00",Office,Product-based company,B2B & B2C lines,5-10K,Technology,EGP,Cairo
5/18/2024 4:34:12,Male,Yes,Global,"Python, TypeScript, R",A Large Enterprise/Multinational Company,"R&D Engineer (Computer Vision, NLP, etc.)",Junior,1,0-1,"16,790.00",Hybrid,Software House,B2B,15-20K,"Fintech, Insurance, Supply Chain, Transportation, Telecommunications, Energy, Technology, Human Resources Services, Law, Production",EGP,Cairo
5/18/2024 9:14:06,Male,No,Regional,TypeScript,A Small and Medium Enterprise,Frontend Engineer,Mid-level,2.5,1-3,"17,000.00",Remote/Abroad,Product-based company,B2B,15-20K,"Manufacturing, Engineering",EGP,Cairo
5/18/2024 11:33:55,Male,Yes,Local,Python,A Large Enterprise/Multinational Company,Data Engineer,Team Lead,7,5-8,"50,000.00",Office,Product-based company,B2C,50-60K,Education,EGP,Cairo
5/18/2024 12:57:08,Male,Yes,,"C#, Java, Dart",A Small and Medium Enterprise,Mobile Development Engineer,Senior,5,3-5,"45,300.00",Hybrid,Both,B2B & B2C lines,40-50K,Fintech,EGP,Cairo
5/18/2024 13:18:40,Male,No,Regional,"PHP, JavaScript, TypeScript, HTML/CSS",A Start-up,Full-stack Engineer,Senior,6,5-8,"17,000.00",Remote/Abroad,Product-based company,B2B,15-20K,food and restaurants management,EGP,Sudia Arabia
5/18/2024 14:02:31,Male,Yes,,C/C++,A Start-up,"Hardware Engineer (Semiconductors, Digital Design, Electronics, etc)",Junior,1,0-1,"9,000.00",Office,Software House,B2B,5-10K,,EGP,Cairo
5/18/2024 15:06:46,Male,Yes,,,A Small and Medium Enterprise,"R&D Engineer (Computer Vision, NLP, etc.)",Team Lead,5,3-5,"51,000.00",Hybrid,Software House,B2B,50-60K,,EGP,Cairo
5/18/2024 17:43:02,Male,Yes,Global,C/C++,A Small and Medium Enterprise,Full-stack Engineer,Junior,3,1-3,"18,500.00",Office,Software House,B2B & B2C lines,15-20K,Video Games,EGP,Cairo
5/18/2024 18:31:55,Male,Yes,Local,"Java, C/C++, Kotlin, Swift",A Small and Medium Enterprise,Mobile Development Engineer,Team Lead,11,10-12,"41,300.00",Office,Product-based company,B2B & B2C lines,40-50K,Fintech,EGP,Cairo
5/18/2024 21:25:18,Female,No,,Dart,A Small and Medium Enterprise,Mobile Development Engineer,Mid-level,2.5,1-3,"14,550.00",Remote/Abroad,Software House,B2B,10-15K,Technology,Another currency (e.g USD),Saudi Arabia
5/18/2024 23:01:22,Male,Yes,Global,Dart,A Start-up,Mobile Development Engineer,Junior,2,1-3,"19,000.00",Office,Software House,B2B,15-20K,Production,EGP,Cairo
5/18/2024 23:58:09,Male,No,Global,"Java, JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Mid-level,2,1-3,"13,000.00",Hybrid,Product-based company,B2C,10-15K,"Technology, Education, Production",EGP,Cairo
5/19/2024 6:50:51,Female,Yes,Global,Java,A Large Enterprise/Multinational Company,Full-stack Engineer,Mid-level,5,3-5,"81,150.00",Hybrid,Product-based company,B2B & B2C lines,80-100K,"Healthcare, Delivery, Supply Chain, Agriculture",Another currency (e.g USD),Alexandria
5/19/2024 8:30:33,Male,Yes,Global,,A Large Enterprise/Multinational Company,Technical Support,Junior,5,3-5,"17,000.00",Hybrid,Software House,B2B & B2C lines,15-20K,Supply Chain,EGP,Cairo
5/19/2024 8:56:59,Male,No,Regional,Python,A Small and Medium Enterprise,AI & Automation Engineer,Mid-level,3,1-3,"69,355.00",Remote/Abroad,Product-based company,B2B & B2C lines,60-70K,Production,Another currency (e.g USD),No site in Egypt
5/19/2024 11:11:39,Male,No,,"JavaScript, C/C++",A Small and Medium Enterprise,Frontend Engineer,Junior,1,0-1,600,Relocated,Software House,B2B,0-5K,,Another currency (e.g USD),Cairo
5/19/2024 14:12:38,Male,Yes,Global,"C#, JavaScript, HTML/CSS",A Small and Medium Enterprise,Full-stack Engineer,Director,19,15-20,"65,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,60-70K,Media distribution,EGP,Cairo
5/19/2024 21:47:01,Male,Yes,Global,"Java, Kotlin",A Small and Medium Enterprise,Mobile Development Engineer,Senior,4,3-5,"33,000.00",Office,Product-based company,B2B & B2C lines,30-35K,Fintech,EGP,Cairo
5/20/2024 16:38:54,Male,Yes,Global,"JavaScript, Python",A Large Enterprise/Multinational Company,DevOps / SRE / Platform,Senior,3,1-3,"59,250.00",Hybrid,Software House,B2B & B2C lines,50-60K,Telecommunications,EGP,Cairo
5/20/2024 16:45:21,Male,Yes,Regional,Python,A Small and Medium Enterprise,Data Scientist,Junior,1,0-1,"28,000.00",Hybrid,Product-based company,B2B,25-30K,Telecommunications,EGP,Alexandria
5/20/2024 16:45:52,Male,Yes,Regional,C#,A Large Enterprise/Multinational Company,Backend Engineer,Senior,3,1-3,"41,500.00",Hybrid,Product-based company,B2B & B2C lines,40-50K,Fintech,EGP,Cairo
5/20/2024 16:46:05,Male,Yes,Local,,A Small and Medium Enterprise,UI/UX Designer/Engineer,Junior,1,0-1,"7,000.00",Remote/Abroad,Software House,B2B & B2C lines,5-10K,Technology,EGP,Alexandria
5/20/2024 16:49:19,Male,Yes,Global,Swift,A Small and Medium Enterprise,Mobile Development Engineer,Team Lead,6,5-8,"97,000.00",Remote/Abroad,Product-based company,B2B,80-100K,"Technology, CMS",Another currency (e.g USD),No site in Egypt
5/20/2024 17:25:51,Male,Yes,Global,"JavaScript, TypeScript",A Large Enterprise/Multinational Company,Backend Engineer,Mid-level,4,3-5,"66,660.00",Remote/Egypt,Software House,B2B,60-70K,,EGP,Alexandria
5/20/2024 18:02:07,Male,Yes,Global,Dart,A Start-up,Mobile Development Engineer,Junior,1.5,1-3,"14,550.00",Remote/Abroad,Software House,B2B & B2C lines,10-15K,"Fintech, Technology, Crypto,",Another currency (e.g USD),No site in Egypt
5/20/2024 18:06:06,Male,No,Global,,A Small and Medium Enterprise,"Executive (C-level, director, etc.)",Director,30,>25,"113,610.00",Remote/Abroad,Software House,B2B,100-120K,Technology,Another currency (e.g USD),No site in Egypt
5/20/2024 19:39:53,Male,No,Global,SQL,A Large Enterprise/Multinational Company,Data Analytics,Junior,3,1-3,"30,300.00",Hybrid,Product-based company,B2B,30-35K,"Healthcare, Automotive, Delivery, Supply Chain, Telecommunications, Energy, Technology",EGP,Giza
5/20/2024 20:14:29,Male,Yes,,Java,A Small and Medium Enterprise,Backend Engineer,Junior,1.5,1-3,"25,000.00",Hybrid,Product-based company,B2B,25-30K,Fintech,EGP,Cairo
5/20/2024 20:40:08,Male,Yes,Local,"Python, TypeScript",A Small and Medium Enterprise,Data Scientist,Junior,2,1-3,"54,000.00",Hybrid,Product-based company,B2C,50-60K,Fintech,EGP,Cairo
5/20/2024 21:04:29,Male,Yes,Regional,"Java, JavaScript",A Large Enterprise/Multinational Company,Backend Engineer,Junior,2,1-3,"28,000.00",Hybrid,Software House,B2B & B2C lines,25-30K,Fintech,EGP,Cairo
5/20/2024 22:55:06,Male,Yes,Regional,JavaScript,A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,6,5-8,"361,480.00",Relocated,Product-based company,B2B,200+,Fintech,Another currency (e.g USD),No site in Egypt
5/21/2024 0:26:09,Male,Yes,Local,"C#, HTML/CSS",A Start-up,Backend Engineer,Mid-level,2,1-3,"77,000.00",Hybrid,Product-based company,B2B & B2C lines,70-80K,Fintech,EGP,Cairo
5/21/2024 0:34:34,Male,No,Global,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Mid-level,3,1-3,"67,900.00",Remote/Abroad,Product-based company,B2C,60-70K,Technology,Another currency (e.g USD),No site in Egypt
5/21/2024 2:34:19,Male,Yes,,"JavaScript, TypeScript, HTML/CSS",A Start-up,Frontend Engineer,Junior,2,1-3,"16,975.00",Remote/Abroad,Product-based company,B2B & B2C lines,15-20K,Supply Chain,Another currency (e.g USD),No site in Egypt
5/21/2024 6:36:58,Male,Yes,Regional,Python,A Small and Medium Enterprise,DevOps / SRE / Platform,Senior,3,1-3,"68,000.00",Hybrid,Product-based company,B2B & B2C lines,60-70K,Technology,EGP,Cairo
5/21/2024 8:24:41,Female,Yes,Regional,C#,A Start-up,Backend Engineer,Senior,13,12-15,"82,000.00",Remote/Egypt,Product-based company,B2B & B2C lines,80-100K,Education,EGP,Cairo
5/21/2024 10:56:22,Male,Yes,Global,Python,A Small and Medium Enterprise,Data Analytics,Team Lead,6,5-8,"62,000.00",Hybrid,Software House,B2B,60-70K,Fintech,EGP,Cairo
5/21/2024 15:16:48,Male,Yes,Regional,Java,A Large Enterprise/Multinational Company,Backend Engineer,Junior,0,0-1,"28,500.00",Hybrid,Software House,B2B,25-30K,,EGP,Cairo
5/21/2024 17:53:43,Male,No,Global,"Java, Kotlin",A Large Enterprise/Multinational Company,Mobile Development Engineer,Senior,4,3-5,"35,000.00",Office,Product-based company,B2C,35-40K,Transportation,EGP,Cairo
